root	mode	first_line
testdir:fixedbugs/bug089.go	compiled	test/fixedbugs/bug089.go:12:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/bug150.go	compiled	test/fixedbugs/bug150.go:10:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/bug245.go	compiled	test/fixedbugs/bug245.go:10:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/bug392.go	compiled	test/fixedbugs/bug392.dir/pkg2.go:25:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/bug443.go	compiled	test/fixedbugs/bug443.go:16:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/bug514.go	interpreted	bash++ import "runtime/cgo": package requires cgo, which this pure-Go shell does not provide
testdir:fixedbugs/issue11699.go	compiled	test/fixedbugs/issue11699.go:11:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue17596.go	compiled	test/fixedbugs/issue17596.go:13:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue23311.go	compiled	test/fixedbugs/issue23311.dir/main.go:10:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue28430.go	compiled	test/fixedbugs/issue28430.go:12:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue30061.go	compiled	test/fixedbugs/issue30061.go:14:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue31010.go	compiled	test/fixedbugs/issue31010.go:14:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue31915.go	compiled	test/fixedbugs/issue31915.go:9:1: LOWER-EUNSUPPORTED: function declaration without body
testdir:fixedbugs/issue34968.go	interpreted	fixedbugs/issue34968.go:12:8: could not import C (go list failed using go SDK go1.27.0 at /srv/sprint153/leaf-r0/evidence/goroot/bin/go (GOROOT=/srv/sprint153/leaf-r0/evidence/goroot, found via GOROOT, meets go1.27.0): exit status 1
testdir:fixedbugs/issue34968.go	compiled	fixedbugs/issue34968.go:12:8: could not import C (go list failed using go SDK go1.27.0 at /srv/sprint153/leaf-r0/evidence/goroot/bin/go (GOROOT=/srv/sprint153/leaf-r0/evidence/goroot, found via GOROOT, meets go1.27.0): exit status 1
testdir:fixedbugs/issue36705.go	interpreted	fixedbugs/issue36705.go:13:8: could not import C (go list failed using go SDK go1.27.0 at /srv/sprint153/leaf-r0/evidence/goroot/bin/go (GOROOT=/srv/sprint153/leaf-r0/evidence/goroot, found via GOROOT, meets go1.27.0): exit status 1
