# release	go1.27.0
# source	https://go.dev/dl/go1.27.0.src.tar.gz
# source_sha256	7002403d7cc44529ef6d26f69a44818263395ead7c16c05a5808ae047ebeb0e5
# license	BSD-3-Clause
# generated_by	tools/go-corpus/refresh.sh
# path	action	bytes	sha256
test/codegen/strings.go	none	3297	2d6e48ed92527b0b7be38824c22867346262c26bf474af8e4cd16f7da17258c4
test/codegen/structs.go	none	915	925b4bd8c4bff726296eb8983ccfd0a6cf20e7302664864928675a5b708a3df1
test/codegen/switch.go	none	6798	d97759114511909d049ffbf489894a9a1e831858b3aead56daf52bd09c954e5c
test/codegen/typeswitch.go	none	1057	92ceb2c48cc11489b8430b06d75a2023b2dbba8fd8e3ac5376161fa7a3014de4
test/codegen/unique.go	none	531	b2316d403535fa6e4d57d575ffe31fbb71b7af2f40dcdf7d979701fd71e98a54
test/codegen/unsafe.go	none	394	2225c73e1f31eea7fa2eac23b29fdc7acf1d5e3b6c1f8701e6f274da3877ba47
test/codegen/writebarrier.go	none	2611	226c0bc7fd8a50526968d1266da6dcb2243604e659aee7930f4d2845e3d0ff69
test/codegen/zerosize.go	none	1133	3c1617fdd4c365eaf9b391135bb1fd9d874d839f642f20a30a5aeba67285ff9b
test/complit.go	run	1750	390abf72453736faac2f583050eda51d1db88a2584b149d1a17646a51ebe1c78
test/complit1.go	errorcheck	1686	1adaf8c68f6fe38c05ae133317d79086de1537f47f38325c81ce0bb3ec9a5877
test/complit2.go	run	634	391bd014d99f86d87b8dfad0045eccb1a34b52559c028e9af20c3621351970d0
test/compos.go	run	403	1d73eaeae64a78f706e1c53615913f8a4cd70f5bc297a0d4aca1cd6edc921924
test/const.go	run	4896	4c0e487558e305fa2cb708f11ac9f7964f3b0b23a5dec26e51116cc3ead52b91
test/const1.go	errorcheck	3881	e734db26debe0770be23b7b05fb21ea9eefd82d2a94989014157798db50fac85
test/const2.go	errorcheck	1008	61f8739583d03982bd5f24c4dad3cc517ac67732736d5cb26073c77e75d6a16a
test/const3.go	run	659	e9ee68c5a8cb25a6edfa6ed6680dffde884c41f2affebbb42b853504c9e0dfd1
test/const4.go	run	1307	a20912494d09e713eced4531fd9463c0725667d670ce3260b0b28427c3293062
test/const5.go	errorcheck	835	737c081d3aa150da0c9f4ab7824b74c08a2020d6b03e195cb8a932b8b3bc23fa
test/const6.go	errorcheck	834	c31c38d90645a0056688ca5b61e366c25c0bd9a7cb330296536f61c32eda1021
test/const7.go	run	1974	eb58f3497ff151b52fec7b811af3d40efbd75045582be9ad9e25ee800634f48d
test/const8.go	run	727	32ea05656bb15925ac2aa6387de7c7bc6039c87a712a339b1f8f77ed25b8a032
test/convT2X.go	run	3409	4ce77c3ce7ab554a7ef92c7eb4f8452558f2fa11749335bbcaaf64b8ce3078d2
test/convert.go	run	833	434f08deff4429782504c04d85c71fdee659eb59c1c135a2b2da0f056bd5f1a6
test/convert1.go	errorcheck	3491	3c2193219db589dd27837eaa5fcdd4494d5bd284d946b987c09e03ac12ff4078
test/convert2.go	errorcheck	6010	9a2964f16bdea8fbd838b9e63b6ffa03c0b43dfd96cbed73d785aa9afe477f35
test/convert3.go	errorcheck	544	f9698e06cd570e66ff475d6298c1bd617aadbddd6603c3a40a186a86495d9929
test/convert4.go	run	2141	871947ee51379039a38ae8df5393140428627cfc4cc991d89fd92cd8019c5fa2
test/convert5.go	run	6865	5e19e2641db072bd9c5c3e094b874f87a7c33388df72c585ea2b1a121fc6cd64
test/convinline.go	runoutput	4837	fb26624c908e930bf612048cedc8914be8d4b3a8c84298230dde8ab94b382df8
test/convlit.go	errorcheck	2451	493f3329008b0c0193775e80d3279069a8b640f88d031a05bb1b54e3dc85dcb4
test/convlit1.go	errorcheck	458	d7e12431df22728ade89b26ffbd83bd6cd9258d8176aa325bca310b003810c9b
test/copy.go	run	6759	e6ec5740b54c62d21e244e9a85b69e76b7e873c5e6c75d3ab630f05f43a5d1a6
test/copy1.go	errorcheck	878	867c6d3b172ba0dea87e6d64addbe83d047ba5764cc49d8d598bbba644469b49
test/crlf.go	runoutput	782	56cd1767c11fad55daf24035d631be806b4c628120a3864ceec91f770e4ed3bd
