# Sprint: #118; Story: #23; Story-ID: 72ac9344b150
# Candidate026 bounded diagnostic ledger; this is exactly one row, not corpus coverage.
# path	mode	verdict	state	exit	diagnostic
examples/generics/generics.go	oracle	pass	complete	0
examples/generics/generics.go	interpreted	fail_mismatch	complete	2	BASHPP-ESELECTOR-TYPE: assignment parent is not struct storage
examples/generics/generics.go	compiled	pass	complete	0
