runner	PASS	FAIL	SKIP	total
testdir	43	93	0	136
typechecker	0	0	0	0
package	0	0	0	0
total	43	93	0	136

owner	count
151	18
152	0
153	72
154	0
unclassified	3
retained	0
total	93
