root	mode	first_line	verdict
testdir:bombad.go	interpreted	test/bombad.go:14:2: expected statement, found 'ILLEGAL'	missing=0;wording=4;extra=7;class=wording
testdir:bombad.go	compiled	test/bombad.go:14:2: expected statement, found 'ILLEGAL'	missing=0;wording=4;extra=7;class=wording
testdir:char_lit1.go	interpreted	test/char_lit1.go:16:8: escape sequence is invalid Unicode code point	missing=0;wording=0;extra=8;class=multiplicity
testdir:char_lit1.go	compiled	test/char_lit1.go:16:8: escape sequence is invalid Unicode code point	missing=0;wording=0;extra=8;class=multiplicity
testdir:fixedbugs/bug014.go	interpreted	test/fixedbugs/bug014.go:10:21: illegal character U+0027 ''' in escape sequence	missing=0;wording=0;extra=4;class=multiplicity
testdir:fixedbugs/bug014.go	compiled	test/fixedbugs/bug014.go:10:21: illegal character U+0027 ''' in escape sequence	missing=0;wording=0;extra=4;class=multiplicity
testdir:fixedbugs/bug050.go	interpreted	test/fixedbugs/bug050.go:7:1: expected 'package', found 'func'	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug050.go	compiled	test/fixedbugs/bug050.go:7:1: expected 'package', found 'func'	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug068.go	interpreted	test/fixedbugs/bug068.go:12:13: unknown escape sequence	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug068.go	compiled	test/fixedbugs/bug068.go:12:13: unknown escape sequence	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug121.go	interpreted	test/fixedbugs/bug121.go:12:3: expected ';', found ','	missing=0;wording=2;extra=6;class=wording
testdir:fixedbugs/bug121.go	compiled	test/fixedbugs/bug121.go:12:3: expected ';', found ','	missing=0;wording=2;extra=6;class=wording
testdir:fixedbugs/bug132.go	interpreted	test/fixedbugs/bug132.go:10:5: x redeclared	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug132.go	compiled	test/fixedbugs/bug132.go:10:5: x redeclared	missing=0;wording=0;extra=1;class=multiplicity
testdir:fixedbugs/bug136.go	interpreted	test/fixedbugs/bug136.go:13:9: invalid break label L	missing=0;wording=0;extra=2;class=extra
testdir:fixedbugs/bug136.go	compiled	test/fixedbugs/bug136.go:13:9: invalid break label L	missing=0;wording=0;extra=2;class=extra
testdir:fixedbugs/bug163.go	interpreted	test/fixedbugs/bug163.go:9:6: expected type, found 'ILLEGAL'	missing=0;wording=1;extra=2;class=wording
