id	axis	attempt_state	product_verdict	adapter_category	native_status	unfinished_phase_count	unfinished_phases
cmd/compile/internal/types2:TestFixedbugs/issue42695.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue42758.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue42881.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue42987.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43056.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43087.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43109.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43110.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43124.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43190.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43527.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue43671.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue44688.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue44799.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45114.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45548.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45550.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45635.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45639.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45920.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue45985.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46090.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46275.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46403.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46404.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46461.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue46583.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47031.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47115.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47127.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47411.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47747.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47796.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
cmd/compile/internal/types2:TestFixedbugs/issue47818.go	typechecker	NOT_ATTEMPTED	NONE	not-reached-before-wall-clock-cap	NONE	2	check-original-fixture;match-source-positioned-diagnostics
