root	mode	first_line	verdict
testdir:fixedbugs/bug196.go	interpreted	fixedbugs/bug196.go:42:2: BASHPP-EUPDATE-TARGET: BASHPP-ENONADDRESSABLE: operand is not addressable	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug203.go	interpreted	fixedbugs/bug203.go:13:8: BASHPP-EASSIGN-TYPE: cannot assign [...]string to [8]string	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug206.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: fixedbugs/bug206.go:25:21: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug246.go	interpreted	fixedbugs/bug246.go:14:15: BASHPP-EEXPR-CONVERT: cannot convert Int to unsafe.Pointer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug247.go	interpreted	BASHPP-EINTERFACE-VALUE: Count has no dynamic type	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug248.go	interpreted	test/fixedbugs/bug248.dir/bug2.go:41:13: cannot use t1(0) (constant 0 of float64 type t1) as I0 value in variable declaration: t1 does not implement I0 (wrong type for method M)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug248.go	compiled	test/fixedbugs/bug248.dir/bug2.go:41:13: cannot use t1(0) (constant 0 of float64 type t1) as I0 value in variable declaration: t1 does not implement I0 (wrong type for method M)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug254.go	interpreted	fixedbugs/bug254.go:10:1: BASHPP-ECOLLECTION-LENGTH: invalid array length 1e1	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug262.go	interpreted	BASHPP-EINTERFACE-MISSING: *errors.errorString does not implement interface (missing method Error)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug269.go	interpreted	fixedbugs/bug269.go:15:6: BASHPP-EINTERFACE-VALUE: undefined value f	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug273.go	interpreted	channel binding requires a registered channel type and one value	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug273.go	compiled	fixedbugs/bug273.go:11:1: LOWER-ETYPE: "unsafe" imported and not used	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug279.go	interpreted	unknown imported symbol or method: unsafe.Sizeof	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug292.go	interpreted	fixedbugs/bug292.go:19:5: unknown imported symbol or method: unsafe.Offsetof	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug294.go	interpreted	fixedbugs/bug294.go:29:11: BASHPP-EEXPR-UNDEFINED: undefined: a	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug321.go	interpreted	check: cannot use "5562684646268003/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000" as float64 value for parameter got	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug324.go	interpreted	test/fixedbugs/bug324.dir/prog.go:46:6: BASHPP-EASSERT-FAIL: interface value has dynamic type *__gosource_pkg_0_Implementation, not Exported	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug328.go	interpreted	fixedbugs/bug328.go:13:10: BASHPP-EEXPR-OPERAND: p is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug331.go	interpreted	fixedbugs/bug331.go:20:1: _ redeclared in this block	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug339.go	interpreted	unknown imported symbol or method: unsafe.Sizeof	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug341.go	interpreted	fixedbugs/bug341.go:15:6: fixedbugs/bug341.go:15:6: BASHPP-EEXPR-CONVERT: cannot convert String to uint64	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug372.go	interpreted	fixedbugs/bug372.go:25:5: BASHPP-EEXPR-UNDEFINED: undefined callable tt	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug385_64.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug398.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug401.go	interpreted	BASHPP-ERETURN-CALL: return requires a declared callable	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug424.go	interpreted	test/fixedbugs/bug424.dir/main.go:53:6: BASHPP-EINTERFACE-MISSING: *myT2 does not implement interface (missing method m)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug424.go	compiled	test/fixedbugs/bug424.dir/main.go:53:2: LOWER-ETYPE: cannot use new(myT2) (value of type *myT2) as localI value in assignment: *myT2 does not implement localI (ambiguous selector *myT2.m)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug442.go	interpreted	BASHPP-ESTRUCT-FIELD-DUPLICATE: field "_" declared more than once	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug444.go	interpreted	fixedbugs/bug444.go:26:16: BASHPP-EEXPR-NIL: nil is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug447.go	interpreted	testint8: cannot use "2793639143853261/70368744177664" as float64 value for parameter f	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug449.go	interpreted	/srv/sprint162/leaf-integ-2/tmp/Testfixedbugsbug449.go3781780386/001/tmp__.go:15:9: BASHPP-ECOMPARE-TYPE: mismatched comparison	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug465.go	interpreted	test/fixedbugs/bug465.dir/a.go:21:6: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPCompositeLit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug470.go	interpreted	fixedbugs/bug470.go:23:5: BASHPP-EEXPR-CONVERT: cannot convert String to float64	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug473.go	interpreted	fixedbugs/bug473.go:15:8: BASHPP-EUPDATE-RHS: fixedbugs/bug473.go:15:8: BASHPP-EASSERT-OPERAND: type assertion operand is not an interface	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug474.go	interpreted	fixedbugs/bug474.go:25:12: BASHPP-ESELECTOR-UNKNOWN: T has no field or method "M"	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug479.go	interpreted	test/fixedbugs/bug479.dir/a.go:11:7: BASHPP-ECONST-EXPR: const initializer is not a constant expression	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug499.go	interpreted	BASHPP-EBUILTIN-TYPE: assignment target "_" is not declared	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug510.go	interpreted	BASHPP-EASSERT-OPERAND: type assertion operand must be an interface	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug513.go	interpreted	fixedbugs/bug513.go:20:7: fixedbugs/bug513.go:20:57: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/bug517.go	interpreted	fixedbugs/bug517.go:25:1: BASHPP-ECOLLECTION-LENGTH: invalid array length unsafe.Sizeof(F())	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/dse_move_auxint.go	interpreted	fixedbugs/dse_move_auxint.go:23:17: BASHPP-EEXPR-OPERAND: dst is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc61244.go	interpreted	test/fixedbugs/gcc61244.go:16:9: gosource: unsupported type switch initializer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc61244.go	compiled	test/fixedbugs/gcc61244.go:16:9: gosource: unsupported type switch initializer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc61253.go	interpreted	test/fixedbugs/gcc61253.go:17:7: gosource: unsupported compound simple statement	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc61253.go	compiled	test/fixedbugs/gcc61253.go:17:7: gosource: unsupported compound simple statement	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/gcc61258.go	interpreted	BASHPP-EBUILTIN-TYPE: delete key: BASHPP-ECOLLECTION-ELEMENT: scalar cannot be used as [0]bool	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue10486.go	interpreted	fixedbugs/issue10486.go:25:9: BASHPP-EEXPR-DIVZERO: division by zero	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11369.go	interpreted	fixedbugs/issue11369.go:14:2: _ redeclared in this block	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11656.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: /srv/sprint162/leaf-integ-2/tmp/Testfixedbugsissue11656.go4066259784/001/src/issue11656.dir/issue11656.go:70:31: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11771.go	interpreted	BASHPP-ESELECTOR-ASSIGN: target is not a structured value	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue11945.go	interpreted	fixedbugs/issue11945.go:13:2: BASHPP-ECONST-EXPR: const initializer is not a constant expression	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue1304.go	interpreted	fixedbugs/issue1304.go:21:6: fixedbugs/issue1304.go:21:6: BASHPP-EEXPR-DIVZERO: division by zero	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue13169.go	interpreted	fixedbugs/issue13169.go:40:9: BASHPP-ESELECTOR-EXPR: unsupported structured expression	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue14651.go	interpreted	f32: cannot use "1/1427247692705959881058285969449495136382746624" as float64 value for parameter x	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue14999.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15277.go	interpreted	fixedbugs/issue15277.go:19:20: gosource: unsupported interpreter collection value expand.invalidObject	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15281.go	interpreted	fixedbugs/issue15281.go:32:12: BASHPP-EEXPR-OPERAND: x is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15329.go	interpreted	fixedbugs/issue15329.go:44:2: fixedbugs/issue15329.go:44:23: BASHPP-EEXPR-UNDEFINED: undefined callable computed function	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15528.go	interpreted	BASHPP-EINTERFACE-EMBED: interface Strunger embeds non-interface fmt.Stringer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15550.go	interpreted	fixedbugs/issue15550.go:12:2: BASHPP-ECONST-EXPR: const initializer is not a constant expression	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue15992.go	interpreted	Go value requires one result	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue16130.go	interpreted	fixedbugs/issue16130.go:41:14: BASHPP-EASSERT-FAIL: interface value has dynamic type int, not I	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue16369.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue17381.go	interpreted	fixedbugs/issue17381.go:38:61: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue17752.go	interpreted	BASHPP-ECOLLECTION-KEY: unsupported map key type [8]string	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18459.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18459.go	compiled	/srv/sprint162/leaf-integ-2/tmp/Testfixedbugsissue18459.go449618305/002/main.go:6: //go:nowritebarrier only allowed in runtime	missing=1;wording=0;extra=0;class=missing
testdir:fixedbugs/issue18595.go	interpreted	fixedbugs/issue18595.go:47:8: fixedbugs/issue18595.go:49:5: BASHPP-EEXPR-CONVERT: cannot convert String to (J)	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18882.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18882.go	compiled	/srv/sprint162/leaf-integ-2/tmp/Testfixedbugsissue18882.go1167454788/002/main.go:6: //go:cgo_ldflag // ERROR "usage: //go:cgo_ldflag" only allowed in cgo-generated code	missing=1;wording=0;extra=0;class=missing
testdir:fixedbugs/issue18911.go	interpreted	test/fixedbugs/issue18911.dir/b.go:20:8: BASHPP-EASSERT-FAIL: interface value has dynamic type struct, not struct	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue18911.go	compiled	panic: runtime error: panic called with nil argument	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19028.go	interpreted	unknown field _ of main.T	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19040.go	interpreted	BASHPP-EASSERT-FAIL: interface value has dynamic type string, not error	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19078.go	interpreted	fixedbugs/issue19078.go:20:15: BASHPP-EEXPR-CONVERT: cannot convert String to unsafe.Pointer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19359.go	interpreted	BASHPP-EBUILTIN-TYPE: delete key: BASHPP-ECOLLECTION-ELEMENT: scalar cannot be used as interface	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19467.go	interpreted	BASHPP-EBUILTIN-TYPE: BASHPP-ECOLLECTION-ELEMENT: cannot use *interp.bashPPBridgeValue value as runtime.Frame	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19467.go	compiled	2026/09/13 07:23:58 frame 0: got main.(*__gosource_pkg_0_WaitGroup).Add, want test/mysync.(*WaitGroup).Add	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19658.go	interpreted	BASHPP-ESELECTOR-ASSIGN: target is not a structured value	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19710.go	interpreted	BASHPP-EBUILTIN-TYPE: delete first argument must be a map	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue19911.go	interpreted	fixedbugs/issue19911.go:31:5: BASHPP-EEXPR-OPERAND: got is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue20027.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue20298.go	interpreted	test/fixedbugs/issue20298.go:14:2: "bufio" imported and not used	missing=1;wording=0;extra=8;class=position
testdir:fixedbugs/issue20298.go	compiled	test/fixedbugs/issue20298.go:14:2: "bufio" imported and not used	missing=1;wording=0;extra=8;class=position
testdir:fixedbugs/issue20529.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue20530.go	interpreted	fixedbugs/issue20530.go:13:12: BASHPP-EEXPR-FORM: unsupported scalar call	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue20780.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue21048.go	interpreted	BASHPP-ESTRUCT-FIELD-DUPLICATE: field "_" declared more than once	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue21221.go	interpreted	fixedbugs/issue21221.go:12:5: BASHPP-EEXPR-CONVERT: cannot convert Int to unsafe.Pointer	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue21687.go	interpreted	fixedbugs/issue21687.go:17:8: BASHPP-EUPDATE-RHS: fixedbugs/issue21687.go:17:8: BASHPP-EEXPR-FORM: unsupported scalar call	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue21879.go	interpreted	fixedbugs/issue21879.go:14:10: BASHPP-ESELECTOR-TYPE: ?.frame has no fields	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue22200.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue22200b.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue22326.go	interpreted	abc_dfixedbugs/issue22326.go:9:1: _ redeclared in this block	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue22605.go	interpreted	BASHPP-ECOLLECTION-KEY: unsupported map key type [8]string	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23017.go	interpreted	BASHPP-ECOLLECTION-BOUNDS: index 1 out of bounds for length 0	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23489.go	interpreted	type P has no method Foo	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23545.go	interpreted	fixedbugs/issue23545.go:13:17: BASHPP-ECOMPARE-NONCOMPARABLE: unsupported comparison	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23546.go	interpreted	fixedbugs/issue23546.go:13:2: fixedbugs/issue23546.go:13:6: BASHPP-ECOMPARE-NONCOMPARABLE: unsupported comparison	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23586.go	interpreted	test/fixedbugs/issue23586.go:15:2: "fmt" imported and not used	missing=0;wording=0;extra=3;class=extra
testdir:fixedbugs/issue23586.go	compiled	test/fixedbugs/issue23586.go:15:2: "fmt" imported and not used	missing=0;wording=0;extra=3;class=extra
testdir:fixedbugs/issue23734.go	interpreted	BASHPP-ECOLLECTION-KEY: unsupported map key type interface	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23814.go	interpreted	fixedbugs/issue23814.go:23:6: fixedbugs/issue23814.go:23:20: BASHPP-EEXPR-NIL: nil is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue23837.go	interpreted	BASHPP-EARG-FUNCTYPE: h requires func()(struct) for parameter p	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24488.go	interpreted	fixedbugs/issue24488.go:35:14: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPFuncLit	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24547.go	interpreted	unknown imported symbol or method: String	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24693.go	interpreted	test/fixedbugs/issue24693.dir/b.go:9:1: cyclic type declaration: __gosource_pkg_1_T	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24693.go	compiled	test/fixedbugs/issue24693.dir/b.go:9:1: LOWER-ETYPE: invalid recursive type: __gosource_pkg_1_T refers to itself	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue24937.go	interpreted	fixedbugs/issue24937.go:12:7: BASHPP-EEXPR-FORM: unsupported scalar call	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue25507.go	interpreted	compilation succeeded unexpectedly	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue2615.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use string value as uint64	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27201.go	interpreted	fixedbugs/issue27201.go:27:6: BASHPP-EASSIGN-CALL: tuple assignment requires a declared result-bearing function	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27695b.go	interpreted	fixedbugs/issue27695b.go:28:11: fixedbugs/issue27695b.go:28:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27695c.go	interpreted	fixedbugs/issue27695c.go:29:11: fixedbugs/issue27695c.go:29:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27718.go	interpreted	fixedbugs/issue27718.go:18:9: BASHPP-EEXPR-DIVZERO: division by zero	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue27961.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: fixedbugs/issue27961.go:26:14: BASHPP-EEXPR-DIVZERO: division by zero	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue28797.go	interpreted	fixedbugs/issue28797.go:41:14: BASHPP-ECOLLECTION-SLICE: slice bounds out of range [1:-1] with length 1	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29013a.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: fixedbugs/issue29013a.go:14:2: BASHPP-EEXPR-OPERAND: Dicts is not a scalar	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29013b.go	interpreted	BASHPP-ECOLLECTION-KEY: unsupported map key type Int	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29264.go	interpreted	fixedbugs/issue29264.go:17:20: gosource: unsupported interpreter collection value expand.invalidObject	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29304.go	interpreted	fixedbugs/issue29304.go:16:5: BASHPP-EEXPR-UNDEFINED: undefined callable error	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29312.go	interpreted	fixedbugs/issue29312.go:65:13: gosource: unsupported interpreter collection value expand.invalidObject	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29329.go	interpreted	DouglasPeucker: cannot use "3602879701896397/36028797018963968" as float64 value for parameter threshold	missing=0;wording=0;extra=0;class=-
testdir:fixedbugs/issue29362.go	interpreted	fixedbugs/issue29362.go:25:11: fixedbugs/issue29362.go:25:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr	missing=0;wording=0;extra=0;class=-
